lp;ID_Rosliny;Roslina;Lokalizacja_precyzyjna;Rodzaj_donicy;Lokalizacja_szczegolowa;Strefa_glowna;Pietro
1203;P11_R391;Epipremnum;16;Florama 3;;Openspace;11
1204;P11_R392;Sansevieria laurentii;16;Na szczytach biurek;;Openspace;11
1205;P11_R393;Sansevieria laurentii;16;Na szczytach biurek;;Openspace;11
1206;P11_R394;Sansevieria laurentii;16;Na szczytach biurek;;Openspace;11
1207;P11_R395;Kordylina;17;Na szczytach biurek;;Openspace;11
1208;P11_R396;Kordylina;17;Na szczytach biurek;;Openspace;11
1209;P11_R397;Agawa;17;Na szczytach biurek;;Openspace;11
1210;P11_R398;Agawa;17;Na szczytach biurek;;Openspace;11
1211;P11_R399;Agawa;;Wolnostojąca;Office 11.22;Salki;11
1212;P11_R400;Aglaonema;17;Florama 1;;Openspace;11
1213;P11_R401;Aglaonema;17;Florama 1;;Openspace;11
1214;P11_R402;Aglaonema;17;Florama 1;;Openspace;11
1215;P11_R403;Aglaonema;17;Florama 1;;Openspace;11
1216;P11_R404;Aglaonema;17;Florama 1;;Openspace;11
1217;P11_R405;Aglaonema;17;Florama 1;;Openspace;11
1218;P11_R406;Aglaonema;17;Florama 1;;Openspace;11
1219;P11_R407;Epipremnum;17;Florama 1;;Openspace;11
1220;P11_R408;Epipremnum;17;Florama 1;;Openspace;11
1221;P11_R409;Epipremnum;17;Florama 1;;Openspace;11
1222;P11_R410;Epipremnum;17;Florama 1;;Openspace;11
1223;P11_R411;Epipremnum;17;Florama 1;;Openspace;11
1224;P11_R412;Epipremnum;17;Florama 1;;Openspace;11
1225;P11_R413;Epipremnum;17;Florama 1;;Openspace;11
1226;P11_R414;Epipremnum;17;Florama 1;;Openspace;11
1227;P11_R415;Epipremnum;17;Florama 1;;Openspace;11
1228;P11_R416;Epipremnum;17;Florama 1;;Openspace;11
1229;P11_R417;Epipremnum;17;Florama 1;;Openspace;11
1230;P11_R418;Aglaonema;18;Florama 2;;Openspace;11
1231;P11_R419;Aglaonema;18;Florama 2;;Openspace;11
1232;P11_R420;Aglaonema;18;Florama 2;;Openspace;11
1233;P11_R421;Aglaonema;18;Florama 2;;Openspace;11
1234;P11_R422;Epipremnum;18;Florama 2;;Openspace;11
1235;P11_R423;Epipremnum;18;Florama 2;;Openspace;11
1236;P11_R424;Epipremnum;18;Florama 2;;Openspace;11
1237;P11_R425;Epipremnum;18;Florama 2;;Openspace;11
1238;P11_R426;Epipremnum;18;Florama 2;;Openspace;11
1239;P11_R427;Aglaonema;19;Florama 3;;Openspace;11
1240;P11_R428;Aglaonema;19;Florama 3;;Openspace;11
1241;P11_R429;Aglaonema;19;Florama 3;;Openspace;11
1242;P11_R430;Aglaonema;19;Florama 3;;Openspace;11
1243;P11_R431;Aglaonema;19;Florama 3;;Openspace;11
1244;P11_R432;Aglaonema;19;Florama 3;;Openspace;11
1245;P11_R433;Aglaonema;19;Florama 3;;Openspace;11
1246;P11_R434;Aglaonema;19;Florama 3;;Openspace;11
1247;P11_R435;Epipremnum;19;Florama 3;;Openspace;11
1248;P11_R436;Epipremnum;19;Florama 3;;Openspace;11
1249;P11_R437;Epipremnum;19;Florama 3;;Openspace;11
1250;P11_R438;Epipremnum;19;Florama 3;;Openspace;11
1251;P11_R439;Epipremnum;19;Florama 3;;Openspace;11
1252;P11_R440;Epipremnum;19;Florama 3;;Openspace;11
1253;P11_R441;Epipremnum;19;Florama 3;;Openspace;11
1254;P11_R442;Epipremnum;19;Florama 3;;Openspace;11
1255;P11_R443;Epipremnum;19;Florama 3;;Openspace;11
1256;P11_R444;Epipremnum;19;Florama 3;;Openspace;11
1257;P11_R445;Epipremnum;19;Florama 3;;Openspace;11
1258;P11_R446;Sansevieria laurentii;18;Na szczytach biurek;;Openspace;11
1259;P11_R447;Sansevieria laurentii;18;Na szczytach biurek;;Openspace;11
1260;P11_R448;Sansevieria laurentii;18;Na szczytach biurek;;Openspace;11
1261;P11_R449;Kordylina;19;Na szczytach biurek;;Openspace;11
1262;P11_R450;Kordylina;19;Na szczytach biurek;;Openspace;11
1263;P11_R451;Agawa;19;Na szczytach biurek;;Openspace;11
1264;P11_R452;Agawa;19;Na szczytach biurek;;Openspace;11
1265;P11_R453;Sansevieria laurentii;20;Na szczytach biurek;;Openspace;11
1266;P11_R454;Sansevieria laurentii;20;Na szczytach biurek;;Openspace;11
1267;P11_R455;Sansevieria laurentii;20;Na szczytach biurek;;Openspace;11
1268;P11_R456;Kordylina;20;Na szczytach biurek;;Openspace;11
1269;P11_R457;Kordylina;21;Na szczytach biurek;;Openspace;11
1270;P11_R458;Agawa;21;Na szczytach biurek;;Openspace;11
1271;P11_R459;Agawa;21;Na szczytach biurek;;Openspace;11
1272;P11_R460;Agawa;21;Na szczytach biurek;;Openspace;11
1273;P11_R461;Sansevieria laurentii;22;Na szczytach biurek;;Openspace;11
1274;P11_R462;Sansevieria laurentii;22;Na szczytach biurek;;Openspace;11
1275;P11_R463;Sansevieria laurentii;22;Na szczytach biurek;;Openspace;11
1276;P11_R464;Sansevieria laurentii;22;Na szczytach biurek;;Openspace;11
1277;P11_R465;Kordylina;23;Na szczytach biurek;;Openspace;11
1278;P11_R466;Kordylina;23;Na szczytach biurek;;Openspace;11
1279;P11_R467;Agawa;23;Na szczytach biurek;;Openspace;11
1280;P11_R468;Agawa;23;Na szczytach biurek;;Openspace;11
1281;P11_R469;Sansevieria laurentii;24;Na szczytach biurek;;Openspace;11
1282;P11_R470;Sansevieria laurentii;24;Na szczytach biurek;;Openspace;11
1283;P11_R471;Sansevieria laurentii;24;Na szczytach biurek;;Openspace;11
1284;P11_R472;Sansevieria laurentii;24;Na szczytach biurek;;Openspace;11
1285;P11_R473;Kordylina;25;Na szczytach biurek;;Openspace;11
1286;P11_R474;Kordylina;25;Na szczytach biurek;;Openspace;11
1287;P11_R475;Agawa;25;Na szczytach biurek;;Openspace;11
1288;P11_R476;Agawa;25;Na szczytach biurek;;Openspace;11
1289;P11_R477;Sansevieria laurentii;26;Na szczytach biurek;;Openspace;11
1290;P11_R478;Sansevieria laurentii;26;Na szczytach biurek;;Openspace;11
1291;P11_R479;Sansevieria laurentii;26;Na szczytach biurek;;Openspace;11
1292;P11_R480;Kordylina;26;Na szczytach biurek;;Openspace;11
1293;P11_R481;Kordylina;27;Na szczytach biurek;;Openspace;11
1294;P11_R482;Agawa;27;Na szczytach biurek;;Openspace;11
1295;P11_R483;Agawa;27;Na szczytach biurek;;Openspace;11
1296;P11_R484;Aglaonema;27;Na szczytach biurek;;Openspace;11
1297;P11_R485;Agawa;;Wolnostojąca;Office 11.29;Salki;11
1298;P11_R486;Juka;;Wolnostojąca;Office 11.29;Salki;11
1299;P11_R487;Juka;;Wolnostojąca;Project Uvita 11.30;Salki;11
1300;P11_R488;Agawa;;Wolnostojąca;Project Uvita 11.30;Salki;11
1301;P11_R489;Juka;;Wolnostojąca;Office 11.31;Salki;11
1302;P11_R490;Epipremnum;1;Mobilna z kratką;THB Północ;THB;11
1303;P11_R491;Epipremnum;1;Mobilna z kratką;THB Północ;THB;11
1304;P11_R492;Epipremnum;1;Mobilna z kratką;THB Północ;THB;11
1305;P11_R493;Epipremnum;1;Mobilna z kratką;THB Północ;THB;11
1306;P11_R494;Epipremnum;2;Mobilna z kratką;THB Północ;THB;11
1307;P11_R495;Epipremnum;2;Mobilna z kratką;THB Północ;THB;11
1308;P11_R496;Epipremnum;2;Mobilna z kratką;THB Północ;THB;11
1309;P11_R497;Epipremnum;2;Mobilna z kratką;THB Północ;THB;11
1310;P11_R498;Epipremnum;3;Mobilna z kratką;THB Północ;THB;11
1311;P11_R499;Epipremnum;3;Mobilna z kratką;THB Północ;THB;11
1312;P11_R500;Epipremnum;3;Mobilna z kratką;THB Północ;THB;11
1313;P11_R501;Epipremnum;3;Mobilna z kratką;THB Północ;THB;11
1314;P11_R502;Epipremnum;4;Mobilna z kratką;THB Północ;THB;11
1315;P11_R503;Epipremnum;4;Mobilna z kratką;THB Północ;THB;11
1316;P11_R504;Epipremnum;4;Mobilna z kratką;THB Północ;THB;11
1317;P11_R505;Epipremnum;4;Mobilna z kratką;THB Północ;THB;11
1318;P11_R506;Epipremnum;;Konstrukcja;THB Północ;THB;11
1319;P11_R507;Epipremnum;;Konstrukcja;THB Północ;THB;11
1320;P11_R508;Epipremnum;;Konstrukcja;THB Północ;THB;11
1321;P11_R509;Epipremnum;;Konstrukcja;THB Północ;THB;11
1322;P11_R510;Epipremnum;;Konstrukcja;THB Północ;THB;11
1323;P11_R511;Epipremnum;;Konstrukcja;THB Północ;THB;11
1324;P11_R512;Epipremnum;;Konstrukcja;THB Północ;THB;11
1325;P11_R513;Epipremnum;;Konstrukcja;THB Północ;THB;11
1326;P11_R514;Epipremnum;;Konstrukcja;THB Północ;THB;11
1327;P11_R515;Epipremnum;;Konstrukcja;THB Północ;THB;11
1328;P11_R516;Epipremnum;;Konstrukcja;THB Północ;THB;11
1329;P11_R517;Epipremnum;;Konstrukcja;THB Północ;THB;11
1330;P11_R518;Epipremnum;;Konstrukcja;THB Północ;THB;11
1331;P11_R519;Epipremnum;;Konstrukcja;THB Północ;THB;11
1332;P11_R520;Epipremnum;;Konstrukcja;THB Północ;THB;11
1333;P11_R521;Epipremnum;;Konstrukcja;THB Północ;THB;11
1334;P11_R522;Epipremnum;;Konstrukcja;THB Północ;THB;11
1335;P11_R523;Epipremnum;;Konstrukcja;THB Północ;THB;11
1336;P11_R524;Epipremnum;;Konstrukcja;THB Północ;THB;11
1337;P11_R525;Epipremnum;;Konstrukcja;THB Północ;THB;11
1338;P11_R526;Epipremnum;;Konstrukcja;THB Północ;THB;11
1339;P11_R527;Epipremnum;;Konstrukcja;THB Północ;THB;11
1340;P11_R528;Epipremnum;;Konstrukcja;THB Północ;THB;11
1341;P11_R529;Epipremnum;;Konstrukcja;THB Północ;THB;11
1342;P11_R530;Epipremnum;;Konstrukcja;THB Północ;THB;11
1343;P11_R531;Epipremnum;;Konstrukcja;THB Północ;THB;11
1344;P11_R532;Epipremnum;;Konstrukcja;THB Północ;THB;11
1345;P11_R533;Epipremnum;;Konstrukcja;THB Północ;THB;11
1346;P11_R534;Epipremnum;;Konstrukcja;THB Północ;THB;11
1347;P11_R535;Epipremnum;;Konstrukcja;THB Północ;THB;11
1348;P11_R536;Epipremnum;;Konstrukcja;THB Północ;THB;11
1349;P11_R537;Epipremnum;;Konstrukcja;THB Północ;THB;11
1350;P11_R538;Epipremnum;1;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1351;P11_R539;Epipremnum;1;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1352;P11_R540;Epipremnum;2;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1353;P11_R541;Epipremnum;2;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1354;P11_R542;Epipremnum;3;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1355;P11_R543;Epipremnum;3;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1356;P11_R544;Epipremnum;4;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1357;P11_R545;Epipremnum;4;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1358;P11_R546;Epipremnum;5;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1359;P11_R547;Epipremnum;5;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1360;P11_R548;Epipremnum;6;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1361;P11_R549;Epipremnum;6;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1362;P11_R550;Epipremnum;7;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1363;P11_R551;Epipremnum;7;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1364;P11_R552;Epipremnum;8;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1365;P11_R553;Epipremnum;8;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1366;P11_R554;Epipremnum;9;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1367;P11_R555;Epipremnum;9;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1368;P11_R556;Epipremnum;10;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1369;P11_R557;Epipremnum;10;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1370;P11_R558;Epipremnum;11;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1371;P11_R559;Epipremnum;11;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1372;P11_R560;Epipremnum;12;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1373;P11_R561;Epipremnum;12;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1374;P11_R562;Epipremnum;13;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1375;P11_R563;Epipremnum;13;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1376;P11_R564;Epipremnum;14;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1377;P11_R565;Epipremnum;14;konstrukcja podwieszona nad kuchnią;;kuchnia;11
1378;P11_R566;Aglaonema;Lewa;Podwieszona pod oknami;;kuchnia;11
1379;P11_R567;Aglaonema;Lewa;Podwieszona pod oknami;;kuchnia;11
1380;P11_R568;Aglaonema;Lewa;Podwieszona pod oknami;;kuchnia;11
1381;P11_R569;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1382;P11_R570;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1383;P11_R571;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1384;P11_R572;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1385;P11_R573;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1386;P11_R574;Epipremnum;Lewa;Podwieszona pod oknami;;kuchnia;11
1387;P11_R575;Aglaonema;Środkowa;Podwieszona pod oknami;;kuchnia;11
1388;P11_R576;Aglaonema;Środkowa;Podwieszona pod oknami;;kuchnia;11
1389;P11_R577;Aglaonema;Środkowa;Podwieszona pod oknami;;kuchnia;11
1390;P11_R578;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1391;P11_R579;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1392;P11_R580;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1393;P11_R581;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1394;P11_R582;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1395;P11_R583;Epipremnum;Środkowa;Podwieszona pod oknami;;kuchnia;11
1396;P11_R584;Aglaonema;Prawa;Podwieszona pod oknami;;kuchnia;11
1397;P11_R585;Aglaonema;Prawa;Podwieszona pod oknami;;kuchnia;11
1398;P11_R586;Aglaonema;Prawa;Podwieszona pod oknami;;kuchnia;11
1399;P11_R587;Aglaonema;Prawa;Podwieszona pod oknami;;kuchnia;11
1400;P11_R588;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1401;P11_R589;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1402;P11_R590;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1403;P11_R591;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1404;P11_R592;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1405;P11_R593;Epipremnum;Prawa;Podwieszona pod oknami;;kuchnia;11
1406;P11_R594;Juka;;wolnostojące;;kuchnia;11
1407;P11_R595;Agawa;;wolnostojące;;kuchnia;11
1408;P11_R596;Aglaonema;;wolnostojące;;kuchnia;11
1409;P11_R597;Juka;;wolnostojące;;kuchnia;11
1410;P11_R598;Fikus benjamina;;wolnostojące;;kuchnia;11
1411;P11_R599;Agawa;;wolnostojące;;kuchnia;11
1412;P11_R600;Agawa;;wolnostojące;;kuchnia;11
1413;P11_R601;Agawa;;wolnostojące;;kuchnia;11
1414;P11_R602;Fikus cyathistipula;;wolnostojące;;kuchnia;11
1415;P11_R603;Dracaena reflexa Song of Jamaica;;wolnostojące;;kuchnia;11
1416;P11_R604;Fikus benjamina;;wolnostojące;;kuchnia;11
1417;P11_R605;Sansevieria;;wolnostojące;;kuchnia;11
1418;P11_R606;Fikus elastica;;wolnostojące;;kuchnia;11
1419;P11_R607;Agawa;;wolnostojące;;kuchnia;11
1420;P11_R608;Dracaena fragrans;;wolnostojące;;kuchnia;11
1421;P11_R609;Epipremnum;1;Z kratką przy elewacji;;kuchnia;11
1422;P11_R610;Epipremnum;1;Z kratką przy elewacji;;kuchnia;11
1423;P11_R611;Epipremnum;1;Z kratką przy elewacji;;kuchnia;11
1424;P11_R612;Epipremnum;2;Z kratką przy elewacji;;kuchnia;11
1425;P11_R613;Epipremnum;2;Z kratką przy elewacji;;kuchnia;11
1426;P11_R614;Epipremnum;2;Z kratką przy elewacji;;kuchnia;11
1427;P11_R615;Epipremnum;3;Z kratką przy elewacji;;kuchnia;11
1428;P11_R616;Epipremnum;3;Z kratką przy elewacji;;kuchnia;11
1429;P11_R617;Epipremnum;3;Z kratką przy elewacji;;kuchnia;11
1430;P11_R618;Epipremnum;4;Z kratką przy elewacji;;kuchnia;11
1431;P11_R619;Epipremnum;4;Z kratką przy elewacji;;kuchnia;11
1432;P11_R620;Epipremnum;4;Z kratką przy elewacji;;kuchnia;11
1433;P11_R621;Epipremnum;5;Z kratką przy elewacji;;kuchnia;11
1434;P11_R622;Epipremnum;5;Z kratką przy elewacji;;kuchnia;11
1435;P11_R623;Epipremnum;5;Z kratką przy elewacji;;kuchnia;11
1436;P11_R624;Epipremnum;6;Z kratką przy elewacji;;kuchnia;11
1437;P11_R625;Epipremnum;6;Z kratką przy elewacji;;kuchnia;11
1438;P11_R626;Epipremnum;6;Z kratką przy elewacji;;kuchnia;11
1439;P11_R627;Epipremnum;1;ścianka mobilna z epi;;kuchnia;11
1440;P11_R628;Epipremnum;1;ścianka mobilna z epi;;kuchnia;11
1441;P11_R629;Epipremnum;2;ścianka mobilna z epi;;kuchnia;11
1442;P11_R630;Epipremnum;2;ścianka mobilna z epi;;kuchnia;11
1443;P11_R631;Epipremnum;3;ścianka mobilna z epi;;kuchnia;11
1444;P11_R632;Epipremnum;3;ścianka mobilna z epi;;kuchnia;11
1445;P11_R633;Monstera;1;Siedziska;;kuchnia;11
1446;P11_R634;Monstera;1;Siedziska;;kuchnia;11
1447;P11_R635;Monstera;1;Siedziska;;kuchnia;11
1448;P11_R636;Monstera;1;Siedziska;;kuchnia;11
1449;P11_R637;Aglaonema;1;Siedziska;;kuchnia;11
1450;P11_R638;Sansevieria;1;Siedziska;;kuchnia;11
1451;P11_R639;Sansevieria;1;Siedziska;;kuchnia;11
1452;P11_R640;Sansevieria;1;Siedziska;;kuchnia;11
1453;P11_R641;Sansevieria;1;Siedziska;;kuchnia;11
1454;P11_R642;Sansevieria;1;Siedziska;;kuchnia;11
1455;P11_R643;Agawa;1;Siedziska;;kuchnia;11
1456;P11_R644;Agawa;1;Siedziska;;kuchnia;11
1457;P11_R645;Epipremnum;2;Siedziska;;kuchnia;11
1458;P11_R646;Epipremnum;2;Siedziska;;kuchnia;11
1459;P11_R647;Epipremnum;2;Siedziska;;kuchnia;11
1460;P11_R648;Epipremnum;2;Siedziska;;kuchnia;11
1461;P11_R649;Monstera;2;Siedziska;;kuchnia;11
1462;P11_R650;Monstera;2;Siedziska;;kuchnia;11
1463;P11_R651;Sansevieria;2;Siedziska;;kuchnia;11
1464;P11_R652;Sansevieria;2;Siedziska;;kuchnia;11
1465;P11_R653;Sansevieria;2;Siedziska;;kuchnia;11
1466;P11_R654;Sansevieria;2;Siedziska;;kuchnia;11
1467;P11_R655;Agawa;2;Siedziska;;kuchnia;11
1468;P11_R656;Agawa;2;Siedziska;;kuchnia;11
1469;P11_R657;Epipremnum;3;Siedziska;;kuchnia;11
1470;P11_R658;Epipremnum;3;Siedziska;;kuchnia;11
1471;P11_R659;Monstera;3;Siedziska;;kuchnia;11
1472;P11_R660;Monstera;3;Siedziska;;kuchnia;11
1473;P11_R661;Sansevieria;3;Siedziska;;kuchnia;11
1474;P11_R662;Sansevieria;3;Siedziska;;kuchnia;11
1475;P11_R663;Sansevieria;3;Siedziska;;kuchnia;11
1476;P11_R664;Sansevieria;3;Siedziska;;kuchnia;11
1477;P11_R665;Agawa;3;Siedziska;;kuchnia;11
1478;P11_R666;Epipremnum;3;Siedziska;;kuchnia;11
1479;P11_R667;Epipremnum;3;Siedziska;;kuchnia;11
1480;P11_R668;Epipremnum;4;Siedziska;;kuchnia;11
1481;P11_R669;Sansevieria;4;Siedziska;;kuchnia;11
1482;P11_R670;Sansevieria;4;Siedziska;;kuchnia;11
1483;P11_R671;Sansevieria;4;Siedziska;;kuchnia;11
1484;P11_R672;Sansevieria;4;Siedziska;;kuchnia;11
1485;P11_R673;Sansevieria;4;Siedziska;;kuchnia;11
1486;P11_R674;Sansevieria;4;Siedziska;;kuchnia;11
1487;P11_R675;Sansevieria;4;Siedziska;;kuchnia;11
1488;P11_R676;Agawa;4;Siedziska;;kuchnia;11
1489;P11_R677;Agawa;4;Siedziska;;kuchnia;11
1490;P11_R678;Dracaena anita;4;Siedziska;;kuchnia;11
1491;P11_R679;Dracaena anita;4;Siedziska;;kuchnia;11
1492;P11_R680;Dracaena anita;4;Siedziska;;kuchnia;11
1493;P12_R001;Aglaonema;;Podwieszona pod oknami;Sala Sala Training Daisy 12.01;Salki;12
1494;P12_R002;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1495;P12_R003;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1496;P12_R004;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1497;P12_R005;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1498;P12_R006;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1499;P12_R007;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1500;P12_R008;Zamioculcas;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1501;P12_R009;Zamioculcas;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1502;P12_R010;Zamioculcas;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1503;P12_R011;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1504;P12_R012;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1505;P12_R013;Aglaonema;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1506;P12_R014;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1507;P12_R015;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1508;P12_R016;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1509;P12_R017;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1510;P12_R018;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1511;P12_R019;Epipremnum;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1512;P12_R020;Zamioculcas;;Podwieszona pod oknami;Sala Training Daisy 12.01;Salki;12
1513;P12_R021;Aglaonema;;Florama 1;;Openspace;12
1514;P12_R022;Aglaonema;;Florama 1;;Openspace;12
1515;P12_R023;Aglaonema;;Florama 1;;Openspace;12
1516;P12_R024;Aglaonema;;Florama 1;;Openspace;12
1517;P12_R025;Aglaonema;;Florama 1;;Openspace;12
1518;P12_R026;Aglaonema;;Florama 1;;Openspace;12
1519;P12_R027;Aglaonema;;Florama 1;;Openspace;12
1520;P12_R028;Aglaonema;;Florama 1;;Openspace;12
1521;P12_R029;Epipremnum;;Florama 1;;Openspace;12
1522;P12_R030;Epipremnum;;Florama 1;;Openspace;12
1523;P12_R031;Epipremnum;;Florama 1;;Openspace;12
1524;P12_R032;Epipremnum;;Florama 1;;Openspace;12
1525;P12_R033;Epipremnum;;Florama 1;;Openspace;12
1526;P12_R034;Epipremnum;;Florama 1;;Openspace;12
1527;P12_R035;Epipremnum;;Florama 1;;Openspace;12
1528;P12_R036;Epipremnum;;Florama 1;;Openspace;12
1529;P12_R037;Epipremnum;;Florama 1;;Openspace;12
1530;P12_R038;Epipremnum;;Florama 1;;Openspace;12
1531;P12_R039;Aglaonema;;Florama 2;;Openspace;12
1532;P12_R040;Aglaonema;;Florama 2;;Openspace;12
1533;P12_R041;Aglaonema;;Florama 2;;Openspace;12
1534;P12_R042;Aglaonema;;Florama 2;;Openspace;12
1535;P12_R043;Epipremnum;;Florama 2;;Openspace;12
1536;P12_R044;Epipremnum;;Florama 2;;Openspace;12
1537;P12_R045;Epipremnum;;Florama 2;;Openspace;12
1538;P12_R046;Epipremnum;;Florama 2;;Openspace;12
1539;P12_R047;Epipremnum;;Florama 2;;Openspace;12
1540;P12_R048;Aglaonema;;Florama 3;;Openspace;12
1541;P12_R049;Aglaonema;;Florama 3;;Openspace;12
1542;P12_R050;Aglaonema;;Florama 3;;Openspace;12
1543;P12_R051;Aglaonema;;Florama 3;;Openspace;12
1544;P12_R052;Aglaonema;;Florama 3;;Openspace;12
1545;P12_R053;Epipremnum;;Florama 3;;Openspace;12
1546;P12_R054;Epipremnum;;Florama 3;;Openspace;12
1547;P12_R055;Epipremnum;;Florama 3;;Openspace;12
1548;P12_R056;Epipremnum;;Florama 3;;Openspace;12
1549;P12_R057;Zamioculcas;;Na szczytach biurek;;Openspace;12
1550;P12_R058;Zamioculcas;;Na szczytach biurek;;Openspace;12
1551;P12_R059;Zamioculcas;;Na szczytach biurek;;Openspace;12
1552;P12_R060;Zamioculcas;;Na szczytach biurek;;Openspace;12
1553;P12_R061;Aglaonema;;Na szczytach biurek;;Openspace;12
1554;P12_R062;Kordylina;;Na szczytach biurek;;Openspace;12
1555;P12_R063;Kordylina;;Na szczytach biurek;;Openspace;12
1556;P12_R064;Calathea makoyana;;Na szczytach biurek;;Openspace;12
1557;P12_R065;Fikus elastica;;Wolnostojąca;;Openspace;12
1558;P12_R066;Strelicja;;Wolnostojąca;;Office 12.06;12
1559;P12_R067;Kordylina australijska;;Wolnostojąca;;Openspace;12
1560;P12_R068;Fikus elastica;;Wolnostojąca;;Openspace;12
1561;P12_R069;Zamioculcas;;Na szczytach biurek;;Openspace;12
1562;P12_R070;Zamioculcas;;Na szczytach biurek;;Openspace;12
1563;P12_R071;Zamioculcas;;Na szczytach biurek;;Openspace;12
1564;P12_R072;Monstera;;Na szczytach biurek;;Openspace;12
1565;P12_R073;Monstera;;Na szczytach biurek;;Openspace;12
1566;P12_R074;Kordylina;;Na szczytach biurek;;Openspace;12
