lp;ID_Rosliny;Roslina;Lokalizacja_precyzyjna;Rodzaj_donicy;Lokalizacja_szczegolowa;Strefa_glowna;Pietro
821;P11_R009;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
822;P11_R010;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
823;P11_R011;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
824;P11_R012;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
825;P11_R013;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
826;P11_R014;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
827;P11_R015;Epipremnum;Lewa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
828;P11_R016;Aglaonema;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
829;P11_R017;Aglaonema;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
830;P11_R018;Aglaonema;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
831;P11_R019;Aglaonema;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
832;P11_R020;Epipremnum;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
833;P11_R021;Epipremnum;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
834;P11_R022;Epipremnum;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
835;P11_R023;Epipremnum;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
836;P11_R024;Epipremnum;Prawa;Podwieszona pod oknami;Training Bali 11.01;Salki;11
837;P11_R025;Aglaonema;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
838;P11_R026;Aglaonema;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
839;P11_R027;Aglaonema;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
840;P11_R028;Aglaonema;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
841;P11_R029;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
842;P11_R030;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
843;P11_R031;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
844;P11_R032;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
845;P11_R033;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
846;P11_R034;Epipremnum;;Podwieszona pod oknami;Training Comodo 11.02;Salki;11
847;P11_R035;Aglaonema;1;Florama 1;;Openspace;11
848;P11_R036;Aglaonema;1;Florama 1;;Openspace;11
849;P11_R037;Aglaonema;1;Florama 1;;Openspace;11
850;P11_R038;Aglaonema;1;Florama 1;;Openspace;11
851;P11_R039;Aglaonema;1;Florama 1;;Openspace;11
852;P11_R040;Aglaonema;1;Florama 1;;Openspace;11
853;P11_R041;Aglaonema;1;Florama 1;;Openspace;11
854;P11_R042;Aglaonema;1;Florama 1;;Openspace;11
855;P11_R043;Aglaonema;1;Florama 1;;Openspace;11
856;P11_R044;Epipremnum;1;Florama 1;;Openspace;11
857;P11_R045;Epipremnum;1;Florama 1;;Openspace;11
858;P11_R046;Epipremnum;1;Florama 1;;Openspace;11
859;P11_R047;Epipremnum;1;Florama 1;;Openspace;11
860;P11_R048;Epipremnum;1;Florama 1;;Openspace;11
861;P11_R049;Epipremnum;1;Florama 1;;Openspace;11
862;P11_R050;Epipremnum;1;Florama 1;;Openspace;11
863;P11_R051;Epipremnum;1;Florama 1;;Openspace;11
864;P11_R052;Epipremnum;1;Florama 1;;Openspace;11
865;P11_R053;Aglaonema;2;Florama 2;;Openspace;11
866;P11_R054;Aglaonema;2;Florama 2;;Openspace;11
867;P11_R055;Aglaonema;2;Florama 2;;Openspace;11
868;P11_R056;Epipremnum;2;Florama 2;;Openspace;11
869;P11_R057;Epipremnum;2;Florama 2;;Openspace;11
870;P11_R058;Epipremnum;2;Florama 2;;Openspace;11
871;P11_R059;Epipremnum;2;Florama 2;;Openspace;11
872;P11_R060;Epipremnum;2;Florama 2;;Openspace;11
873;P11_R061;Epipremnum;2;Florama 2;;Openspace;11
874;P11_R062;Aglaonema;3;Florama 3;;Openspace;11
875;P11_R063;Aglaonema;3;Florama 3;;Openspace;11
876;P11_R064;Aglaonema;3;Florama 3;;Openspace;11
877;P11_R065;Aglaonema;3;Florama 3;;Openspace;11
878;P11_R066;Epipremnum;3;Florama 3;;Openspace;11
879;P11_R067;Epipremnum;3;Florama 3;;Openspace;11
880;P11_R068;Epipremnum;3;Florama 3;;Openspace;11
881;P11_R069;Epipremnum;3;Florama 3;;Openspace;11
882;P11_R070;Epipremnum;3;Florama 3;;Openspace;11
883;P11_R071;Epipremnum;3;Florama 3;;Openspace;11
884;P11_R072;Epipremnum;3;Florama 3;;Openspace;11
885;P11_R073;Epipremnum;3;Florama 3;;Openspace;11
886;P11_R074;Epipremnum;3;Florama 3;;Openspace;11
887;P11_R075;Epipremnum;3;Florama 3;;Openspace;11
888;P11_R076;Epipremnum;3;Florama 3;;Openspace;11
889;P11_R077;Epipremnum;3;Florama 3;;Openspace;11
890;P11_R078;Epipremnum;3;Florama 3;;Openspace;11
891;P11_R079;Epipremnum;3;Florama 3;;Openspace;11
892;P11_R080;Sansevieria laurentii;1;Na szczytach biurek;;Openspace;11
893;P11_R081;Sansevieria laurentii;1;Na szczytach biurek;;Openspace;11
894;P11_R082;Sansevieria laurentii;1;Na szczytach biurek;;Openspace;11
895;P11_R083;Sansevieria laurentii;1;Na szczytach biurek;;Openspace;11
896;P11_R084;Kordylina;2;Na szczytach biurek;;Openspace;11
897;P11_R085;Kordylina;2;Na szczytach biurek;;Openspace;11
898;P11_R086;Agawa;2;Na szczytach biurek;;Openspace;11
899;P11_R087;Agawa;2;Na szczytach biurek;;Openspace;11
900;P11_R088;Juka;;Wolnostojąca;Office 11.06;Salki;11
901;P11_R089;Juka;;Wolnostojąca;Office 11.07;Salki;11
902;P11_R090;Aglaonema Silver Bay;;Wolnostojąca;;Openspace;11
903;P11_R091;Fikus elastica;;Wolnostojąca;;Openspace;11
904;P11_R092;Sansevieria laurentii;3;Na szczytach biurek;;Openspace;11
905;P11_R093;Sansevieria laurentii;3;Na szczytach biurek;;Openspace;11
906;P11_R094;Sansevieria laurentii;3;Na szczytach biurek;;Openspace;11
907;P11_R095;Kordylina;3;Na szczytach biurek;;Openspace;11
908;P11_R096;Kordylina;4;Na szczytach biurek;;Openspace;11
909;P11_R097;Kordylina;4;Na szczytach biurek;;Openspace;11
910;P11_R098;Agawa;4;Na szczytach biurek;;Openspace;11
911;P11_R099;Agawa;4;Na szczytach biurek;;Openspace;11
912;P11_R100;Aglaonema;4;Florama 1;;Openspace;11
913;P11_R101;Aglaonema;4;Florama 1;;Openspace;11
914;P11_R102;Aglaonema;4;Florama 1;;Openspace;11
915;P11_R103;Epipremnum;4;Florama 1;;Openspace;11
916;P11_R104;Epipremnum;4;Florama 1;;Openspace;11
917;P11_R105;Epipremnum;4;Florama 1;;Openspace;11
918;P11_R106;Epipremnum;4;Florama 1;;Openspace;11
919;P11_R107;Epipremnum;4;Florama 1;;Openspace;11
920;P11_R108;Epipremnum;4;Florama 1;;Openspace;11
921;P11_R109;Aglaonema;5;Florama 2;;Openspace;11
922;P11_R110;Aglaonema;5;Florama 2;;Openspace;11
923;P11_R111;Aglaonema;5;Florama 2;;Openspace;11
924;P11_R112;Aglaonema;5;Florama 2;;Openspace;11
925;P11_R113;Aglaonema;5;Florama 2;;Openspace;11
926;P11_R114;Epipremnum;5;Florama 2;;Openspace;11
927;P11_R115;Epipremnum;5;Florama 2;;Openspace;11
928;P11_R116;Epipremnum;5;Florama 2;;Openspace;11
929;P11_R117;Epipremnum;5;Florama 2;;Openspace;11
930;P11_R118;Aglaonema;6;Florama 3;;Openspace;11
931;P11_R119;Aglaonema;6;Florama 3;;Openspace;11
932;P11_R120;Aglaonema;6;Florama 3;;Openspace;11
933;P11_R121;Epipremnum;6;Florama 3;;Openspace;11
934;P11_R122;Epipremnum;6;Florama 3;;Openspace;11
935;P11_R123;Epipremnum;6;Florama 3;;Openspace;11
936;P11_R124;Epipremnum;6;Florama 3;;Openspace;11
937;P11_R125;Epipremnum;6;Florama 3;;Openspace;11
938;P11_R126;Epipremnum;6;Florama 3;;Openspace;11
939;P11_R127;Epipremnum;6;Florama 3;;Openspace;11
940;P11_R128;Epipremnum;6;Florama 3;;Openspace;11
941;P11_R129;Epipremnum;6;Florama 3;;Openspace;11
942;P11_R130;Epipremnum;6;Florama 3;;Openspace;11
943;P11_R131;Epipremnum;6;Florama 3;;Openspace;11
944;P11_R132;Epipremnum;6;Florama 3;;Openspace;11
945;P11_R133;Epipremnum;6;Florama 3;;Openspace;11
946;P11_R134;Epipremnum;6;Florama 3;;Openspace;11
947;P11_R135;Epipremnum;6;Florama 3;;Openspace;11
948;P11_R136;Zamioculcas;;Wolnostojąca;Office 11.08;Salki;11
949;P11_R137;Fikus elastica;;Wolnostojąca;Office 11.08;Salki;11
950;P11_R138;Aglaonema Silver Bay;;Wolnostojąca;Office 11.13;Salki;11
951;P11_R139;Aglaonema Silver Bay;;Wolnostojąca;Office 11.13;Salki;11
952;P11_R140;Juka;;Wolnostojąca;Office 11.13;Salki;11
953;P11_R141;Agawa;;Wolnostojąca;Office 11.14;Salki;11
954;P11_R142;Agawa;;Wolnostojąca;Office 11.14;Salki;11
955;P11_R143;Zamioculcas;;Wolnostojąca;Office 11.14;Salki;11
956;P11_R144;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
957;P11_R145;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
958;P11_R146;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
959;P11_R147;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
960;P11_R148;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
961;P11_R149;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
962;P11_R150;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
963;P11_R151;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
964;P11_R152;Epipremnum;;Z kratką przy elewacji;THB Południe;THB;11
965;P11_R153;Epipremnum;;Konstrukcja;THB Południe;THB;11
966;P11_R154;Epipremnum;;Konstrukcja;THB Południe;THB;11
967;P11_R155;Epipremnum;;Konstrukcja;THB Południe;THB;11
968;P11_R156;Epipremnum;;Konstrukcja;THB Południe;THB;11
969;P11_R157;Epipremnum;;Konstrukcja;THB Południe;THB;11
970;P11_R158;Epipremnum;;Konstrukcja;THB Południe;THB;11
971;P11_R159;Epipremnum;;Konstrukcja;THB Południe;THB;11
972;P11_R160;Epipremnum;;Konstrukcja;THB Południe;THB;11
973;P11_R161;Epipremnum;;Konstrukcja;THB Południe;THB;11
974;P11_R162;Epipremnum;;Konstrukcja;THB Południe;THB;11
975;P11_R163;Epipremnum;;Konstrukcja;THB Południe;THB;11
976;P11_R164;Epipremnum;;Konstrukcja;THB Południe;THB;11
977;P11_R165;Epipremnum;;Konstrukcja;THB Południe;THB;11
978;P11_R166;Epipremnum;;Konstrukcja;THB Południe;THB;11
979;P11_R167;Epipremnum;;Konstrukcja;THB Południe;THB;11
980;P11_R168;Epipremnum;;Konstrukcja;THB Południe;THB;11
981;P11_R169;Epipremnum;;Konstrukcja;THB Południe;THB;11
982;P11_R170;Epipremnum;;Konstrukcja;THB Południe;THB;11
983;P11_R171;Epipremnum;;Konstrukcja;THB Południe;THB;11
984;P11_R172;Epipremnum;;Konstrukcja;THB Południe;THB;11
985;P11_R173;Epipremnum;;Konstrukcja;THB Południe;THB;11
986;P11_R174;Epipremnum;;Konstrukcja;THB Południe;THB;11
987;P11_R175;Epipremnum;;Konstrukcja;THB Południe;THB;11
988;P11_R176;Epipremnum;;Konstrukcja;THB Południe;THB;11
989;P11_R177;Epipremnum;;Konstrukcja;THB Południe;THB;11
990;P11_R178;Epipremnum;;Konstrukcja;THB Południe;THB;11
991;P11_R179;Epipremnum;;Konstrukcja;THB Południe;THB;11
992;P11_R180;Epipremnum;;Konstrukcja;THB Południe;THB;11
993;P11_R181;Epipremnum;;Konstrukcja;THB Południe;THB;11
994;P11_R182;Epipremnum;;Konstrukcja;THB Południe;THB;11
995;P11_R183;Epipremnum;;Konstrukcja;THB Południe;THB;11
996;P11_R184;Epipremnum;;Konstrukcja;THB Południe;THB;11
997;P11_R185;Aglaonema;7;Florama 1;;Openspace;11
998;P11_R186;Aglaonema;7;Florama 1;;Openspace;11
999;P11_R187;Aglaonema;7;Florama 1;;Openspace;11
1000;P11_R188;Aglaonema;7;Florama 1;;Openspace;11
1001;P11_R189;Aglaonema;7;Florama 1;;Openspace;11
1002;P11_R190;Epipremnum;7;Florama 1;;Openspace;11
1003;P11_R191;Epipremnum;7;Florama 1;;Openspace;11
1004;P11_R192;Epipremnum;7;Florama 1;;Openspace;11
1005;P11_R193;Epipremnum;7;Florama 1;;Openspace;11
1006;P11_R194;Epipremnum;7;Florama 1;;Openspace;11
1007;P11_R195;Epipremnum;7;Florama 1;;Openspace;11
1008;P11_R196;Epipremnum;7;Florama 1;;Openspace;11
1009;P11_R197;Epipremnum;7;Florama 1;;Openspace;11
1010;P11_R198;Epipremnum;7;Florama 1;;Openspace;11
1011;P11_R199;Epipremnum;7;Florama 1;;Openspace;11
1012;P11_R200;Epipremnum;7;Florama 1;;Openspace;11
1013;P11_R201;Epipremnum;7;Florama 1;;Openspace;11
1014;P11_R202;Epipremnum;7;Florama 1;;Openspace;11
1015;P11_R203;Aglaonema;8;Florama 2;;Openspace;11
1016;P11_R204;Aglaonema;8;Florama 2;;Openspace;11
1017;P11_R205;Aglaonema;8;Florama 2;;Openspace;11
1018;P11_R206;Epipremnum;8;Florama 2;;Openspace;11
1019;P11_R207;Epipremnum;8;Florama 2;;Openspace;11
1020;P11_R208;Epipremnum;8;Florama 2;;Openspace;11
1021;P11_R209;Epipremnum;8;Florama 2;;Openspace;11
1022;P11_R210;Epipremnum;8;Florama 2;;Openspace;11
1023;P11_R211;Epipremnum;8;Florama 2;;Openspace;11
1024;P11_R212;Aglaonema;9;Florama 3;;Openspace;11
1025;P11_R213;Aglaonema;9;Florama 3;;Openspace;11
1026;P11_R214;Aglaonema;9;Florama 3;;Openspace;11
1027;P11_R215;Aglaonema;9;Florama 3;;Openspace;11
1028;P11_R216;Aglaonema;9;Florama 3;;Openspace;11
1029;P11_R217;Epipremnum;9;Florama 3;;Openspace;11
1030;P11_R218;Epipremnum;9;Florama 3;;Openspace;11
1031;P11_R219;Epipremnum;9;Florama 3;;Openspace;11
1032;P11_R220;Epipremnum;9;Florama 3;;Openspace;11
1033;P11_R221;Epipremnum;9;Florama 3;;Openspace;11
1034;P11_R222;Epipremnum;9;Florama 3;;Openspace;11
1035;P11_R223;Epipremnum;9;Florama 3;;Openspace;11
1036;P11_R224;Epipremnum;9;Florama 3;;Openspace;11
1037;P11_R225;Epipremnum;9;Florama 3;;Openspace;11
1038;P11_R226;Epipremnum;9;Florama 3;;Openspace;11
1039;P11_R227;Epipremnum;9;Florama 3;;Openspace;11
1040;P11_R228;Epipremnum;9;Florama 3;;Openspace;11
1041;P11_R229;Epipremnum;9;Florama 3;;Openspace;11
1042;P11_R230;Sansevieria laurentii;5;Na szczytach biurek;;Openspace;11
1043;P11_R231;Sansevieria laurentii;5;Na szczytach biurek;;Openspace;11
1044;P11_R232;Sansevieria laurentii;5;Na szczytach biurek;;Openspace;11
1045;P11_R233;Sansevieria laurentii;5;Na szczytach biurek;;Openspace;11
1046;P11_R234;Kordylina;6;Na szczytach biurek;;Openspace;11
1047;P11_R235;Kordylina;6;Na szczytach biurek;;Openspace;11
1048;P11_R236;Agawa;6;Na szczytach biurek;;Openspace;11
1049;P11_R237;Agawa;6;Na szczytach biurek;;Openspace;11
1050;P11_R238;Sansevieria laurentii;7;Na szczytach biurek;;Openspace;11
1051;P11_R239;Sansevieria laurentii;7;Na szczytach biurek;;Openspace;11
1052;P11_R240;Sansevieria laurentii;7;Na szczytach biurek;;Openspace;11
1053;P11_R241;Sansevieria laurentii;7;Na szczytach biurek;;Openspace;11
1054;P11_R242;Kordylina;8;Na szczytach biurek;;Openspace;11
1055;P11_R243;Kordylina;8;Na szczytach biurek;;Openspace;11
1056;P11_R244;Agawa;8;Na szczytach biurek;;Openspace;11
1057;P11_R245;Agawa;8;Na szczytach biurek;;Openspace;11
1058;P11_R246;Sansevieria laurentii;9;Na szczytach biurek;;Openspace;11
1059;P11_R247;Sansevieria laurentii;9;Na szczytach biurek;;Openspace;11
1060;P11_R248;Sansevieria laurentii;9;Na szczytach biurek;;Openspace;11
1061;P11_R249;Sansevieria laurentii;9;Na szczytach biurek;;Openspace;11
1062;P11_R250;Kordylina;10;Na szczytach biurek;;Openspace;11
1063;P11_R251;Kordylina;10;Na szczytach biurek;;Openspace;11
1064;P11_R252;Agawa;10;Na szczytach biurek;;Openspace;11
1065;P11_R253;Agawa;10;Na szczytach biurek;;Openspace;11
1066;P11_R254;Epipremnum;Prawa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1067;P11_R255;Epipremnum;Prawa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1068;P11_R256;Epipremnum;Prawa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1069;P11_R257;Epipremnum;Prawa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1070;P11_R258;Epipremnum;Prawa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1071;P11_R259;Epipremnum;Prawa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1072;P11_R260;Epipremnum;Lewa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1073;P11_R261;Epipremnum;Lewa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1074;P11_R262;Epipremnum;Lewa środkowa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1075;P11_R263;Epipremnum;Lewa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1076;P11_R264;Epipremnum;Lewa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1077;P11_R265;Epipremnum;Lewa;Z kratką przy elewacji ;Narożnik wschodni;Openspace;11
1078;P11_R266;Aglaonema;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1079;P11_R267;Aglaonema;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1080;P11_R268;Aglaonema;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1081;P11_R269;Aglaonema;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1082;P11_R270;Epipremnum;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1083;P11_R271;Epipremnum;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1084;P11_R272;Epipremnum;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1085;P11_R273;Epipremnum;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1086;P11_R274;Epipremnum;Prawa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1087;P11_R275;Aglaonema;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1088;P11_R276;Aglaonema;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1089;P11_R277;Aglaonema;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1090;P11_R278;Epipremnum;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1091;P11_R279;Epipremnum;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1092;P11_R280;Epipremnum;Prawa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1093;P11_R281;Aglaonema;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1094;P11_R282;Aglaonema;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1095;P11_R283;Aglaonema;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1096;P11_R284;Epipremnum;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1097;P11_R285;Epipremnum;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1098;P11_R286;Epipremnum;Lewa środkowa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1099;P11_R287;Aglaonema;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1100;P11_R288;Aglaonema;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1101;P11_R289;Aglaonema;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1102;P11_R290;Epipremnum;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1103;P11_R291;Epipremnum;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1104;P11_R292;Epipremnum;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1105;P11_R293;Epipremnum;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1106;P11_R294;Epipremnum;Lewa;Podwieszona pod oknami ;Narożnik wschodni;Openspace;11
1107;P11_R295;Fikus cyathistipula;;Wolnostojąca;Office 11.15;Salki;11
1108;P11_R296;Sansevieria laurentii;11;Na szczytach biurek;;Openspace;11
1109;P11_R297;Sansevieria laurentii;11;Na szczytach biurek;;Openspace;11
1110;P11_R298;Sansevieria laurentii;11;Na szczytach biurek;;Openspace;11
1111;P11_R299;Sansevieria laurentii;11;Na szczytach biurek;;Openspace;11
1112;P11_R300;Kordylina;12;Na szczytach biurek;;Openspace;11
1113;P11_R301;Kordylina;12;Na szczytach biurek;;Openspace;11
1114;P11_R302;Kordylina;12;Na szczytach biurek;;Openspace;11
1115;P11_R303;Kordylina;12;Na szczytach biurek;;Openspace;11
1116;P11_R304;Agawa;13;Na szczytach biurek;;Openspace;11
1117;P11_R305;Agawa;13;Na szczytach biurek;;Openspace;11
1118;P11_R306;Sansevieria laurentii;13;Na szczytach biurek;;Openspace;11
1119;P11_R307;Sansevieria laurentii;13;Na szczytach biurek;;Openspace;11
1120;P11_R308;Sansevieria laurentii;14;Na szczytach biurek;;Openspace;11
1121;P11_R309;Sansevieria laurentii;14;Na szczytach biurek;;Openspace;11
1122;P11_R310;Sansevieria laurentii;14;Na szczytach biurek;;Openspace;11
1123;P11_R311;Kordylina;14;Na szczytach biurek;;Openspace;11
1124;P11_R312;Kordylina;15;Na szczytach biurek;;Openspace;11
1125;P11_R313;Kordylina;15;Na szczytach biurek;;Openspace;11
1126;P11_R314;Agawa;15;Na szczytach biurek;;Openspace;11
1127;P11_R315;Agawa;15;Na szczytach biurek;;Openspace;11
1128;P11_R316;Aglaonema;10;Florama 1;;Openspace;11
1129;P11_R317;Aglaonema;10;Florama 1;;Openspace;11
1130;P11_R318;Aglaonema;10;Florama 1;;Openspace;11
1131;P11_R319;Aglaonema;10;Florama 1;;Openspace;11
1132;P11_R320;Aglaonema;10;Florama 1;;Openspace;11
1133;P11_R321;Aglaonema;10;Florama 1;;Openspace;11
1134;P11_R322;Epipremnum;10;Florama 1;;Openspace;11
1135;P11_R323;Epipremnum;10;Florama 1;;Openspace;11
1136;P11_R324;Epipremnum;10;Florama 1;;Openspace;11
1137;P11_R325;Epipremnum;10;Florama 1;;Openspace;11
1138;P11_R326;Epipremnum;10;Florama 1;;Openspace;11
1139;P11_R327;Epipremnum;10;Florama 1;;Openspace;11
1140;P11_R328;Epipremnum;10;Florama 1;;Openspace;11
1141;P11_R329;Epipremnum;10;Florama 1;;Openspace;11
1142;P11_R330;Epipremnum;10;Florama 1;;Openspace;11
1143;P11_R331;Epipremnum;10;Florama 1;;Openspace;11
1144;P11_R332;Epipremnum;10;Florama 1;;Openspace;11
1145;P11_R333;Epipremnum;10;Florama 1;;Openspace;11
1146;P11_R334;Aglaonema;11;Florama 2;;Openspace;11
1147;P11_R335;Aglaonema;11;Florama 2;;Openspace;11
1148;P11_R336;Aglaonema;11;Florama 2;;Openspace;11
1149;P11_R337;Epipremnum;11;Florama 2;;Openspace;11
1150;P11_R338;Epipremnum;11;Florama 2;;Openspace;11
1151;P11_R339;Epipremnum;11;Florama 2;;Openspace;11
1152;P11_R340;Epipremnum;11;Florama 2;;Openspace;11
1153;P11_R341;Epipremnum;11;Florama 2;;Openspace;11
1154;P11_R342;Epipremnum;11;Florama 2;;Openspace;11
1155;P11_R343;Aglaonema;12;Florama 3;;Openspace;11
1156;P11_R344;Aglaonema;12;Florama 3;;Openspace;11
1157;P11_R345;Aglaonema;12;Florama 3;;Openspace;11
1158;P11_R346;Aglaonema;12;Florama 3;;Openspace;11
1159;P11_R347;Epipremnum;12;Florama 3;;Openspace;11
1160;P11_R348;Epipremnum;12;Florama 3;;Openspace;11
1161;P11_R349;Epipremnum;12;Florama 3;;Openspace;11
1162;P11_R350;Epipremnum;12;Florama 3;;Openspace;11
1163;P11_R351;Epipremnum;12;Florama 3;;Openspace;11
1164;P11_R352;Dracaena;;Wolnostojąca;Office 11.20;Salki;11
1165;P11_R353;Aglaonema;;Wolnostojąca;Office 11.21;Salki;11
1166;P11_R354;Aglaonema;;Wolnostojąca;Office 11.21;Salki;11
1167;P11_R355;Aglaonema;14;Florama 1;;Openspace;11
1168;P11_R356;Aglaonema;14;Florama 1;;Openspace;11
1169;P11_R357;Aglaonema;14;Florama 1;;Openspace;11
1170;P11_R358;Aglaonema;14;Florama 1;;Openspace;11
1171;P11_R359;Epipremnum;14;Florama 1;;Openspace;11
1172;P11_R360;Epipremnum;14;Florama 1;;Openspace;11
1173;P11_R361;Epipremnum;14;Florama 1;;Openspace;11
1174;P11_R362;Epipremnum;14;Florama 1;;Openspace;11
1175;P11_R363;Epipremnum;14;Florama 1;;Openspace;11
1176;P11_R364;Aglaonema;15;Florama 2;;Openspace;11
1177;P11_R365;Aglaonema;15;Florama 2;;Openspace;11
1178;P11_R366;Aglaonema;15;Florama 2;;Openspace;11
1179;P11_R367;Aglaonema;15;Florama 2;;Openspace;11
1180;P11_R368;Epipremnum;15;Florama 2;;Openspace;11
1181;P11_R369;Epipremnum;15;Florama 2;;Openspace;11
1182;P11_R370;Epipremnum;15;Florama 2;;Openspace;11
1183;P11_R371;Epipremnum;15;Florama 2;;Openspace;11
1184;P11_R372;Epipremnum;15;Florama 2;;Openspace;11
1185;P11_R373;Aglaonema;16;Florama 3;;Openspace;11
1186;P11_R374;Aglaonema;16;Florama 3;;Openspace;11
1187;P11_R375;Aglaonema;16;Florama 3;;Openspace;11
1188;P11_R376;Aglaonema;16;Florama 3;;Openspace;11
1189;P11_R377;Aglaonema;16;Florama 3;;Openspace;11
1190;P11_R378;Aglaonema;16;Florama 3;;Openspace;11
1191;P11_R379;Aglaonema;16;Florama 3;;Openspace;11
1192;P11_R380;Aglaonema;16;Florama 3;;Openspace;11
1193;P11_R381;Epipremnum;16;Florama 3;;Openspace;11
1194;P11_R382;Epipremnum;16;Florama 3;;Openspace;11
1195;P11_R383;Epipremnum;16;Florama 3;;Openspace;11
1196;P11_R384;Epipremnum;16;Florama 3;;Openspace;11
1197;P11_R385;Epipremnum;16;Florama 3;;Openspace;11
1198;P11_R386;Epipremnum;16;Florama 3;;Openspace;11
1199;P11_R387;Epipremnum;16;Florama 3;;Openspace;11
1200;P11_R388;Epipremnum;16;Florama 3;;Openspace;11
1201;P11_R389;Epipremnum;16;Florama 3;;Openspace;11
1202;P11_R390;Epipremnum;16;Florama 3;;Openspace;11
